Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional,Season
578,Anthony Tolliver,PF,34,POR,33,9,16.8,1.3,3.5,0.368,0.9,2.7,0.337,0.4,0.8,0.464,0.496,0.4,0.6,0.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9,tollian01,2019_20
579,Anthony Tolliver,PF,34,SAC,9,0,9.1,0.3,1.9,0.176,0.2,1.7,0.133,0.1,0.2,0.5,0.235,0.1,0.2,0.5,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0,tollian01,2019_20
580,Anthony Tolliver,PF,34,MEM,13,4,18.2,1.5,3.7,0.396,1.3,3.2,0.415,0.2,0.5,0.286,0.573,0.5,0.6,0.875,0.4,2.2,2.5,0.8,0.5,0.1,0.7,1.1,4.8,tollian01,2019_20
581,Juan Toscano-Anderson,SG,26,GSW,13,6,20.9,2.2,4.8,0.46,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3,toscaju01,2019_20
582,Karl-Anthony Towns,C,24,MIN,35,35,33.9,9.0,17.8,0.508,3.3,7.9,0.412,5.8,9.9,0.586,0.6,5.1,6.5,0.796,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,townska01,2019_20
583,Gary Trent Jr.,SF,21,POR,61,8,21.8,3.2,7.2,0.444,1.8,4.4,0.418,1.4,2.8,0.486,0.571,0.6,0.7,0.822,0.4,1.2,1.6,1.0,0.8,0.3,0.3,1.5,8.9,trentga02,2019_20
584,Allonzo Trier,SG,24,NYK,24,1,12.1,2.1,4.4,0.481,0.8,2.2,0.358,1.3,2.2,0.604,0.571,1.4,1.8,0.791,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,trieral01,2019_20
585,P.J. Tucker,PF,34,HOU,72,72,34.3,2.5,5.9,0.415,1.5,4.2,0.358,1.0,1.8,0.551,0.541,0.5,0.7,0.813,1.6,5.1,6.6,1.6,1.1,0.5,1.0,3.2,6.9,tuckepj01,2019_20
586,Rayjon Tucker,SG,22,UTA,20,0,8.1,1.0,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,0.5,1.0,1.2,0.826,0.2,0.9,1.0,0.3,0.1,0.1,0.4,0.5,3.1,tuckera01,2019_20
587,Evan Turner,SG,31,ATL,19,0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,0.403,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,turneev01,2019_20
588,Myles Turner,C,23,IND,62,62,29.5,4.3,9.5,0.457,1.4,4.0,0.344,2.9,5.4,0.54,0.53,2.0,2.7,0.751,1.4,5.2,6.6,1.2,0.7,2.1,1.4,2.7,12.1,turnemy01,2019_20
589,Jarrod Uthoff,PF,26,TOT,7,0,7.6,1.0,2.6,0.389,0.4,1.3,0.333,0.6,1.3,0.444,0.472,0.3,0.3,1.0,0.3,0.6,0.9,0.0,0.1,0.0,0.0,0.3,2.7,uthofja01,2019_20
591,Jarrod Uthoff,PF,26,WAS,3,0,13.0,2.0,3.7,0.545,1.0,1.7,0.6,1.0,2.0,0.5,0.682,0.0,0.0,,0.3,1.3,1.7,0.0,0.0,0.0,0.0,0.3,5.0,uthofja01,2019_20
592,Jonas Valančiūnas,C,27,MEM,70,70,26.4,6.2,10.6,0.585,0.5,1.3,0.352,5.7,9.3,0.617,0.606,2.1,2.9,0.74,3.0,8.2,11.3,1.9,0.4,1.1,1.8,2.6,14.9,valanjo01,2019_20
593,Denzel Valentine,SF,26,CHI,36,5,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,valende01,2019_20
597,Fred VanVleet,SG,25,TOR,54,54,35.7,5.9,14.3,0.413,2.7,6.9,0.39,3.2,7.4,0.434,0.507,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,2.4,17.6,vanvlfr01,2019_20
598,Gabe Vincent,PG,23,MIA,9,0,9.2,0.9,4.1,0.216,0.7,3.0,0.222,0.2,1.1,0.2,0.297,0.0,0.0,,0.0,0.6,0.6,0.7,0.6,0.0,0.1,0.7,2.4,vincega01,2019_20
599,Noah Vonleh,C,24,TOT,36,1,10.5,1.4,2.6,0.565,0.1,0.4,0.2,1.4,2.1,0.636,0.582,0.7,0.9,0.781,1.0,2.4,3.4,0.8,0.3,0.2,0.6,1.1,3.7,vonleno01,2019_20
600,Noah Vonleh,C,24,MIN,29,1,12.0,1.6,3.0,0.547,0.1,0.5,0.143,1.6,2.5,0.625,0.558,0.8,1.0,0.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1,vonleno01,2019_20
602,Nikola Vučević,C,29,ORL,62,62,32.2,8.0,16.7,0.477,1.6,4.7,0.339,6.4,12.0,0.531,0.525,2.1,2.7,0.784,2.3,8.6,10.9,3.6,0.9,0.8,1.4,2.2,19.6,vucevni01,2019_20
603,Dean Wade,PF,23,CLE,12,0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,wadede01,2019_20
604,Moritz Wagner,C,22,WAS,45,5,18.6,3.2,5.9,0.545,0.6,1.8,0.313,2.7,4.1,0.645,0.592,1.7,2.1,0.821,1.2,3.6,4.9,1.2,0.6,0.4,1.5,3.4,8.7,wagnemo01,2019_20
605,Dion Waiters,SG,28,TOT,10,0,20.7,4.1,9.9,0.414,1.5,4.7,0.319,2.6,5.2,0.5,0.49,1.4,1.7,0.824,0.2,2.2,2.4,2.0,0.4,0.6,1.6,2.1,11.1,waitedi01,2019_20
606,Dion Waiters,SG,28,MIA,3,0,14.0,3.3,8.7,0.385,2.7,5.7,0.471,0.7,3.0,0.222,0.538,0.0,0.3,0.0,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3,waitedi01,2019_20
607,Dion Waiters,SG,28,LAL,7,0,23.6,4.4,10.4,0.425,1.0,4.3,0.233,3.4,6.1,0.558,0.473,2.0,2.3,0.875,0.3,1.6,1.9,2.4,0.6,0.6,1.9,2.3,11.9,waitedi01,2019_20
608,Kemba Walker,PG,29,BOS,56,56,31.1,6.8,15.9,0.425,3.2,8.4,0.381,3.5,7.4,0.476,0.526,3.7,4.3,0.864,0.6,3.2,3.9,4.8,0.9,0.5,2.1,1.6,20.4,walkeke02,2019_20
609,Lonnie Walker IV,SG,21,SAS,61,12,16.2,2.5,5.9,0.426,0.7,1.7,0.406,1.8,4.2,0.434,0.483,0.7,1.0,0.721,0.4,1.9,2.3,1.1,0.5,0.2,0.7,1.3,6.4,walkelo01,2019_20
610,Tyrone Wallace,SG,25,ATL,14,0,11.4,1.0,3.1,0.318,0.1,1.1,0.067,0.9,2.1,0.448,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,wallaty01,2019_20
611,Derrick Walton,PG,24,TOT,26,1,9.5,0.7,1.5,0.462,0.4,0.9,0.417,0.3,0.6,0.533,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1.0,0.3,0.0,0.2,0.8,2.0,waltode01,2019_20
612,Derrick Walton,PG,24,LAC,23,1,9.7,0.7,1.6,0.472,0.4,0.9,0.429,0.3,0.7,0.533,0.597,0.3,0.4,0.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2,waltode01,2019_20
613,Derrick Walton,PG,24,DET,3,0,8.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,1.7,1.0,0.0,0.3,0.7,1.0,waltode01,2019_20
614,Brad Wanamaker,PG,30,BOS,71,1,19.3,2.3,5.1,0.448,0.5,1.4,0.363,1.8,3.7,0.481,0.499,1.8,1.9,0.926,0.3,1.7,2.0,2.5,0.9,0.2,1.1,1.9,6.9,wanambr01,2019_20
615,T.J. Warren,SF,26,IND,67,67,32.9,8.0,14.9,0.536,1.4,3.4,0.403,6.6,11.5,0.575,0.581,2.5,3.0,0.819,1.0,3.2,4.2,1.5,1.2,0.5,1.3,2.8,19.8,warretj01,2019_20
616,P.J. Washington,PF,21,CHO,58,57,30.3,4.6,10.2,0.455,1.5,4.0,0.374,3.1,6.2,0.507,0.528,1.5,2.3,0.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,washipj01,2019_20
617,Yuta Watanabe,SF,25,MEM,18,0,5.8,0.8,1.9,0.441,0.2,0.4,0.375,0.7,1.4,0.462,0.485,0.2,0.4,0.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2.0,watanyu01,2019_20
618,Tremont Waters,PG,22,BOS,11,1,10.8,1.3,4.5,0.286,0.4,2.2,0.167,0.9,2.3,0.4,0.327,0.7,0.7,1.0,0.0,1.1,1.1,1.5,0.9,0.2,1.4,1.2,3.6,watertr01,2019_20
619,Paul Watson,SF,25,TOT,10,0,8.7,1.0,2.6,0.385,0.4,1.2,0.333,0.6,1.4,0.429,0.462,0.7,0.9,0.778,0.2,1.5,1.7,0.8,0.4,0.1,0.3,0.5,3.1,watsopa01,2019_20
620,Paul Watson,SF,25,ATL,2,0,8.5,0.0,3.5,0.0,0.0,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.5,0.5,0.0,0.0,0.5,0.0,watsopa01,2019_20
621,Paul Watson,SF,25,TOR,8,0,8.8,1.3,2.4,0.526,0.5,1.1,0.444,0.8,1.3,0.6,0.632,0.9,1.1,0.778,0.3,1.6,1.9,0.6,0.4,0.1,0.4,0.5,3.9,watsopa01,2019_20
622,Quinndary Weatherspoon,SG,23,SAS,11,0,7.1,0.5,1.5,0.294,0.1,0.5,0.2,0.4,1.1,0.333,0.324,0.1,0.2,0.5,0.1,0.5,0.6,1.0,0.3,0.1,0.5,0.7,1.1,weathqu01,2019_20
623,Russell Westbrook,PG,31,HOU,57,57,35.9,10.6,22.5,0.472,1.0,3.7,0.258,9.6,18.7,0.514,0.493,5.1,6.7,0.763,1.8,6.2,7.9,7.0,1.6,0.4,4.5,3.5,27.2,westbru01,2019_20
624,Coby White,PG,19,CHI,65,1,25.8,4.8,12.2,0.394,2.0,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2.0,0.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,whiteco01,2019_20
625,Derrick White,SG,25,SAS,68,20,24.7,3.7,8.1,0.458,1.2,3.2,0.366,2.6,4.9,0.518,0.53,2.6,3.1,0.853,0.5,2.8,3.3,3.5,0.6,0.9,1.3,2.2,11.3,whitede01,2019_20
626,Hassan Whiteside,C,30,POR,67,61,30.0,6.5,10.5,0.621,0.1,0.1,0.571,6.4,10.4,0.622,0.624,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,2.9,15.5,whiteha01,2019_20
627,Andrew Wiggins,SF,24,TOT,54,54,34.4,8.1,18.1,0.447,2.1,6.2,0.332,6.0,11.9,0.506,0.504,3.5,5.0,0.709,1.2,3.9,5.1,3.7,0.8,1.0,2.4,2.4,21.8,wiggian01,2019_20
628,Andrew Wiggins,SF,24,MIN,42,42,34.6,8.4,18.8,0.444,2.2,6.5,0.331,6.2,12.3,0.505,0.502,3.5,4.9,0.72,1.1,4.1,5.2,3.7,0.7,0.9,2.5,2.4,22.4,wiggian01,2019_20
629,Andrew Wiggins,SF,24,GSW,12,12,33.6,7.2,15.7,0.457,1.7,4.9,0.339,5.5,10.8,0.512,0.511,3.4,5.1,0.672,1.5,3.1,4.6,3.6,1.3,1.4,2.1,2.2,19.4,wiggian01,2019_20
630,Grant Williams,PF,21,BOS,69,5,15.1,1.3,3.1,0.412,0.3,1.4,0.25,0.9,1.7,0.548,0.469,0.6,0.8,0.722,0.9,1.7,2.6,1.0,0.4,0.5,0.7,2.4,3.4,willigr01,2019_20
631,Johnathan Williams,PF,24,WAS,15,6,12.0,1.3,2.3,0.559,0.0,0.1,0.0,1.3,2.1,0.594,0.559,0.5,0.9,0.538,1.6,2.7,4.3,0.5,0.1,0.5,0.3,1.1,3.0,willijo04,2019_20
632,Kenrich Williams,PF,25,NOP,39,18,21.3,1.3,3.8,0.347,0.6,2.5,0.258,0.7,1.3,0.52,0.432,0.2,0.7,0.346,1.3,3.5,4.8,1.5,0.7,0.5,0.6,2.3,3.5,willike04,2019_20
633,Lou Williams,PG,33,LAC,65,8,28.7,6.0,14.4,0.418,1.7,4.8,0.352,4.3,9.6,0.451,0.477,4.5,5.2,0.861,0.5,2.6,3.1,5.6,0.7,0.2,2.8,1.2,18.2,willilo02,2019_20
634,Marvin Williams,PF,33,TOT,58,1,19.5,2.1,4.6,0.446,1.0,2.7,0.359,1.1,1.9,0.568,0.551,0.8,1.0,0.86,0.5,2.6,3.2,1.0,0.6,0.5,0.6,1.8,5.9,willima02,2019_20
635,Marvin Williams,PF,33,CHO,41,1,19.7,2.3,5.1,0.448,1.1,2.9,0.376,1.2,2.3,0.538,0.552,1.0,1.2,0.86,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7,willima02,2019_20
636,Marvin Williams,PF,33,MIL,17,0,18.9,1.5,3.4,0.439,0.7,2.3,0.308,0.8,1.1,0.722,0.544,0.4,0.4,0.857,0.9,3.5,4.4,1.1,0.6,0.5,0.5,1.9,4.0,willima02,2019_20
637,Robert Williams,C,22,BOS,29,1,13.4,2.2,3.0,0.727,0.0,0.0,,2.2,3.0,0.727,0.727,0.8,1.2,0.647,1.4,3.0,4.4,0.9,0.8,1.2,0.7,1.8,5.2,williro04,2019_20
638,Nigel Williams-Goss,PG,25,UTA,10,0,5.0,0.5,1.6,0.313,0.2,0.7,0.286,0.3,0.9,0.333,0.375,0.2,0.2,1.0,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4,willini01,2019_20
639,Zion Williamson,PF,19,NOP,24,24,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.592,4.8,7.4,0.64,2.7,3.6,6.3,2.1,0.7,0.4,2.5,1.8,22.5,willizi01,2019_20
640,D.J. Wilson,PF,23,MIL,37,1,9.8,1.4,3.6,0.394,0.5,2.0,0.247,0.9,1.6,0.576,0.462,0.3,0.5,0.611,0.3,2.2,2.5,0.7,0.1,0.1,0.5,0.9,3.6,wilsodj01,2019_20
641,Justise Winslow,SG,23,MIA,11,5,32.0,4.5,11.7,0.388,0.5,2.5,0.222,4.0,9.3,0.431,0.411,1.6,2.5,0.667,1.5,5.2,6.6,4.0,0.6,0.5,2.2,3.5,11.3,winslju01,2019_20
642,Christian Wood,PF,24,DET,62,12,21.4,4.6,8.2,0.567,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.744,1.7,4.6,6.3,1.0,0.5,0.9,1.4,1.6,13.1,woodch01,2019_20
643,Delon Wright,PG,27,DAL,73,5,21.5,2.6,5.6,0.462,0.6,1.7,0.37,2.0,3.9,0.504,0.519,1.1,1.4,0.77,1.0,2.9,3.8,3.3,1.2,0.3,1.0,1.3,6.9,wrighde01,2019_20
644,Justin Wright-Foreman,PG,22,UTA,4,0,11.3,1.8,5.0,0.35,0.5,2.5,0.2,1.3,2.5,0.5,0.4,0.8,1.0,0.75,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3,4.8,wrighju02,2019_20
645,Thaddeus Young,PF,31,CHI,64,16,24.9,4.2,9.4,0.448,1.2,3.5,0.356,3.0,5.9,0.501,0.513,0.7,1.1,0.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,youngth01,2019_20
646,Trae Young,PG,21,ATL,60,60,35.3,9.1,20.8,0.437,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,0.5,3.7,4.3,9.3,1.1,0.1,4.8,1.7,29.6,youngtr01,2019_20
647,Cody Zeller,C,27,CHO,58,39,23.1,4.3,8.3,0.524,0.3,1.3,0.24,4.0,7.0,0.577,0.543,2.1,3.1,0.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,zelleco01,2019_20
649,Ante Žižić,C,23,CLE,22,0,10.0,1.9,3.3,0.569,0.0,0.0,,1.9,3.3,0.569,0.569,0.6,0.9,0.737,0.8,2.2,3.0,0.3,0.3,0.2,0.5,1.2,4.4,zizican01,2019_20
650,Ivica Zubac,C,22,LAC,72,70,18.4,3.3,5.3,0.613,0.0,0.0,0.0,3.3,5.3,0.616,0.613,1.7,2.3,0.747,2.7,4.8,7.5,1.1,0.2,0.9,0.8,2.3,8.3,zubaciv01,2019_20
651,Precious Achiuwa,PF,21,MIA,61,4,12.1,2.0,3.7,0.544,0.0,0.0,0.0,2.0,3.7,0.546,0.544,0.9,1.8,0.509,1.2,2.2,3.4,0.5,0.3,0.5,0.7,1.5,5.0,achiupr01,2020_21
653,Steven Adams,C,27,NOP,58,58,27.7,3.3,5.3,0.614,0.0,0.1,0.0,3.3,5.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,adamsst01,2020_21
654,Bam Adebayo,C,23,MIA,64,64,33.5,7.1,12.5,0.57,0.0,0.1,0.25,7.1,12.4,0.573,0.571,4.4,5.5,0.799,2.2,6.7,9.0,5.4,1.2,1.0,2.6,2.3,18.7,adebaba01,2020_21
655,LaMarcus Aldridge,C,35,TOT,26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1.0,1.8,13.5,aldrila01,2020_21
656,LaMarcus Aldridge,C,35,SAS,21,18,25.9,5.5,11.8,0.464,1.3,3.6,0.36,4.2,8.2,0.509,0.518,1.5,1.8,0.838,0.8,3.7,4.5,1.7,0.4,0.9,1.0,1.7,13.7,aldrila01,2020_21
657,LaMarcus Aldridge,C,35,BRK,5,5,26.0,5.0,9.6,0.521,0.8,1.0,0.8,4.2,8.6,0.488,0.563,2.0,2.0,1.0,0.4,4.4,4.8,2.6,0.6,2.2,1.4,2.2,12.8,aldrila01,2020_21
659,Nickeil Alexander-Walker,SG,22,NOP,46,13,21.9,4.2,10.0,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,alexani01,2020_21
660,Grayson Allen,SG,25,MEM,50,38,25.2,3.5,8.3,0.418,2.1,5.5,0.391,1.3,2.8,0.471,0.547,1.6,1.8,0.868,0.4,2.8,3.2,2.2,0.9,0.2,1.0,1.4,10.6,allengr01,2020_21
661,Jarrett Allen,C,22,TOT,63,45,29.6,4.7,7.7,0.618,0.1,0.3,0.316,4.6,7.3,0.631,0.624,3.2,4.6,0.703,3.1,6.9,10.0,1.7,0.5,1.4,1.6,1.5,12.8,allenja01,2020_21
662,Jarrett Allen,C,22,BRK,12,5,26.7,3.7,5.4,0.677,0.0,0.0,,3.7,5.4,0.677,0.677,3.8,5.1,0.754,3.2,7.3,10.4,1.7,0.6,1.6,1.8,1.8,11.2,allenja01,2020_21
663,Jarrett Allen,C,22,CLE,51,40,30.3,5.0,8.2,0.609,0.1,0.4,0.316,4.9,7.8,0.623,0.616,3.1,4.5,0.69,3.1,6.8,9.9,1.7,0.5,1.4,1.5,1.5,13.2,allenja01,2020_21
664,Al-Farouq Aminu,PF,30,TOT,23,14,18.9,1.7,4.3,0.384,0.3,1.6,0.216,1.3,2.7,0.484,0.424,0.8,1.0,0.818,1.0,3.8,4.8,1.3,0.8,0.4,1.2,1.3,4.4,aminual01,2020_21
665,Al-Farouq Aminu,PF,30,ORL,17,14,21.6,2.1,5.2,0.404,0.4,1.8,0.226,1.7,3.4,0.5,0.444,0.8,1.0,0.824,1.2,4.2,5.4,1.7,1.0,0.5,1.5,1.3,5.5,aminual01,2020_21
666,Al-Farouq Aminu,PF,30,CHI,6,0,11.2,0.3,1.7,0.2,0.2,1.0,0.167,0.2,0.7,0.25,0.25,0.7,0.8,0.8,0.3,2.8,3.2,0.3,0.3,0.0,0.5,1.2,1.5,aminual01,2020_21
667,Kyle Anderson,PF,27,MEM,69,69,27.3,4.5,9.5,0.468,1.4,3.8,0.36,3.1,5.8,0.539,0.54,2.1,2.7,0.783,0.8,5.0,5.7,3.6,1.2,0.8,1.2,1.7,12.4,anderky01,2020_21
668,Giannis Antetokounmpo,PF,26,MIL,61,61,33.0,10.3,18.0,0.569,1.1,3.6,0.303,9.2,14.4,0.636,0.6,6.5,9.5,0.685,1.6,9.4,11.0,5.9,1.2,1.2,3.4,2.8,28.1,antetgi01,2020_21
670,Thanasis Antetokounmpo,SF,28,MIL,57,3,9.7,1.2,2.4,0.489,0.1,0.5,0.241,1.1,1.9,0.556,0.515,0.4,0.9,0.51,0.9,1.2,2.2,0.8,0.4,0.2,0.8,1.3,2.9,antetth01,2020_21
671,Carmelo Anthony,PF,36,POR,69,3,24.5,4.7,11.3,0.421,1.9,4.7,0.409,2.8,6.6,0.429,0.506,2.0,2.2,0.89,0.5,2.6,3.1,1.5,0.7,0.6,0.9,2.1,13.4,anthoca01,2020_21
672,Cole Anthony,PG,20,ORL,47,34,27.1,4.7,11.7,0.397,1.2,3.7,0.337,3.4,8.1,0.424,0.449,2.3,2.8,0.832,0.8,3.9,4.7,4.1,0.6,0.4,2.3,2.1,12.9,anthoco01,2020_21
673,OG Anunoby,SF,23,TOR,43,43,33.3,5.8,12.1,0.48,2.4,6.1,0.398,3.4,6.0,0.562,0.58,1.9,2.4,0.784,1.3,4.3,5.5,2.2,1.5,0.7,1.7,2.7,15.9,anunoog01,2020_21
674,Ryan Arcidiacono,PG,26,CHI,44,0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,arcidry01,2020_21
675,Trevor Ariza,SF,35,MIA,30,27,28.0,3.3,8.0,0.411,1.7,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1.0,0.6,0.7,1.8,9.4,arizatr01,2020_21
676,D.J. Augustin,PG,33,TOT,57,12,19.8,2.4,6.0,0.394,1.5,3.8,0.382,0.9,2.2,0.413,0.515,1.5,1.6,0.904,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.7,augusdj01,2020_21
677,D.J. Augustin,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1.0,1.1,0.9,0.3,1.1,1.4,3.0,0.5,0.0,0.9,0.9,6.1,augusdj01,2020_21
678,D.J. Augustin,PG,33,HOU,20,6,20.8,3.2,7.6,0.424,1.7,4.4,0.386,1.5,3.2,0.476,0.536,2.5,2.7,0.907,0.5,1.8,2.2,3.9,0.4,0.0,1.6,1.2,10.6,augusdj01,2020_21
679,Deni Avdija,SF,20,WAS,54,32,23.3,2.4,5.8,0.417,1.0,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,avdijde01,2020_21
680,Deandre Ayton,C,22,PHO,69,69,30.7,6.2,10.0,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4,aytonde01,2020_21
682,Dwayne Bacon,SG,25,ORL,72,50,25.7,4.1,10.1,0.402,0.8,2.9,0.285,3.2,7.2,0.449,0.443,2.0,2.4,0.824,0.4,2.7,3.1,1.3,0.6,0.1,0.6,1.4,10.9,bacondw01,2020_21
683,Marvin Bagley III,PF,21,SAC,43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1.0,0.5,0.5,1.4,2.3,14.1,baglema01,2020_21
684,LaMelo Ball,PG,19,CHO,51,31,28.8,5.7,13.2,0.436,1.8,5.1,0.352,3.9,8.1,0.489,0.504,2.5,3.2,0.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,ballla01,2020_21
685,Lonzo Ball,PG,23,NOP,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,balllo01,2020_21
686,Mo Bamba,C,22,ORL,46,5,15.8,3.1,6.5,0.472,0.8,2.6,0.322,2.3,4.0,0.568,0.535,1.0,1.4,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8.0,bambamo01,2020_21
687,Desmond Bane,SG,22,MEM,68,17,22.3,3.4,7.3,0.469,1.7,4.0,0.432,1.7,3.4,0.513,0.586,0.6,0.7,0.816,0.5,2.6,3.1,1.7,0.6,0.2,0.9,1.8,9.2,banede01,2020_21
688,Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1,barneha02,2020_21
689,RJ Barrett,SG,20,NYK,72,72,34.9,6.5,14.7,0.441,1.7,4.3,0.401,4.8,10.4,0.457,0.499,2.9,3.8,0.746,0.9,4.8,5.8,3.0,0.7,0.3,1.9,2.6,17.6,barrerj01,2020_21
690,Will Barton,SF,30,DEN,56,52,31.0,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4.0,3.2,0.9,0.4,1.7,1.7,12.7,bartowi01,2020_21
691,Keita Bates-Diop,SF,25,SAS,30,0,8.2,1.0,2.2,0.448,0.2,0.6,0.294,0.8,1.7,0.5,0.485,0.5,0.7,0.667,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4,2.6,bateske01,2020_21
692,Nicolas Batum,SF,32,LAC,67,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5,8.1,batumni01,2020_21
693,Aron Baynes,C,34,TOR,53,31,18.5,2.5,5.7,0.441,0.5,1.9,0.262,2.0,3.8,0.532,0.485,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2,6.1,baynear01,2020_21
694,Kent Bazemore,SF,31,GSW,67,18,19.9,2.6,5.9,0.449,1.1,2.7,0.408,1.5,3.1,0.486,0.545,0.8,1.2,0.692,0.4,3.0,3.4,1.6,1.0,0.5,1.2,2.4,7.2,bazemke01,2020_21
695,Darius Bazley,PF,20,OKC,55,55,31.2,5.0,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7,bazleda01,2020_21
696,Bradley Beal,SG,27,WAS,60,60,35.8,11.2,23.0,0.485,2.2,6.2,0.349,9.0,16.8,0.535,0.532,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.3,bealbr01,2020_21
697,Malik Beasley,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6,beaslma01,2020_21
