Pos,Player,Rk,Season,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
C,Isaiah Stewart,1257,2020_21,3.3,6.0,0.3,0.9,3.0,5.1,0.9,1.4,2.3,4.3,6.7,0.9,0.6,1.3,1.0,2.7
F,Max Strus,1258,2020_21,2.2,4.8,1.3,3.8,0.9,1.0,0.4,0.6,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1
G,Edmond Sumner,1259,2020_21,2.8,5.3,0.7,1.7,2.1,3.7,1.3,1.6,0.3,1.4,1.8,0.9,0.6,0.2,1.0,1.7
F,Jae'Sean Tate,1260,2020_21,4.5,8.9,0.9,2.8,3.7,6.1,1.5,2.1,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2
F,Jayson Tatum,1261,2020_21,9.5,20.6,2.9,7.6,6.5,13.0,4.6,5.3,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9
G,Jeff Teague,1262,2020_21,2.2,5.2,0.7,1.5,1.6,3.7,1.6,1.9,0.3,1.3,1.6,2.4,0.6,0.2,1.2,1.0
G,Jeff Teague,1263,2020_21,2.3,5.5,0.8,1.6,1.5,3.9,1.5,1.8,0.3,1.4,1.7,2.1,0.8,0.2,1.1,1.3
G,Jeff Teague,1264,2020_21,2.1,4.6,0.5,1.2,1.7,3.3,1.8,2.1,0.2,1.2,1.5,2.8,0.4,0.2,1.2,0.6
G,Garrett Temple,1265,2020_21,2.8,6.8,1.2,3.6,1.6,3.2,0.7,0.9,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3
G,Tyrell Terry,1266,2020_21,0.5,1.5,0.0,0.6,0.5,0.8,0.1,0.3,0.0,0.5,0.5,0.5,0.5,0.0,0.2,0.2
C,Daniel Theis,1267,2020_21,3.9,7.2,0.8,2.3,3.1,4.8,1.1,1.7,1.4,4.0,5.5,1.7,0.6,0.9,1.0,2.6
C,Daniel Theis,1268,2020_21,3.8,6.9,0.8,2.3,3.0,4.6,1.1,1.6,1.3,4.0,5.2,1.6,0.6,1.0,1.0,2.9
C,Daniel Theis,1269,2020_21,4.0,7.7,0.7,2.5,3.3,5.3,1.2,1.9,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2.0
G,Brodric Thomas,1270,2020_21,1.2,3.4,0.5,1.8,0.7,1.5,1.0,1.4,0.3,1.4,1.7,0.9,0.5,0.3,0.7,1.3
G,Brodric Thomas,1271,2020_21,0.5,1.8,0.3,1.5,0.3,0.3,1.3,1.8,0.3,0.8,1.0,1.0,0.3,0.3,1.0,1.3
G,Brodric Thomas,1272,2020_21,1.3,3.6,0.5,1.9,0.8,1.7,0.9,1.4,0.3,1.5,1.8,0.9,0.5,0.3,0.6,1.3
G,Isaiah Thomas,1273,2020_21,3.0,9.0,1.0,4.0,2.0,5.0,0.7,0.7,0.3,1.0,1.3,1.7,0.3,0.0,2.0,1.0
G,Khyri Thomas,1274,2020_21,6.4,13.2,1.8,5.4,4.6,7.8,1.8,1.8,1.4,2.2,3.6,5.0,1.8,1.2,1.2,1.6
G,Matt Thomas,1275,2020_21,1.1,2.8,0.6,1.8,0.5,1.0,0.3,0.3,0.2,0.8,1.0,0.4,0.1,0.0,0.3,0.4
G,Matt Thomas,1276,2020_21,0.9,2.4,0.7,1.6,0.3,0.8,0.2,0.3,0.1,0.7,0.8,0.3,0.1,0.0,0.2,0.4
G,Matt Thomas,1277,2020_21,1.4,3.4,0.5,2.1,0.8,1.4,0.3,0.4,0.2,1.0,1.2,0.5,0.1,0.0,0.4,0.4
F,Tristan Thompson,1278,2020_21,3.1,6.0,0.0,0.1,3.1,6.0,1.3,2.2,3.1,5.0,8.1,1.2,0.4,0.6,1.1,2.2
G,Sindarius Thornwell,1279,2020_21,0.7,2.2,0.3,1.1,0.4,1.1,0.2,0.4,0.1,0.7,0.9,1.0,0.6,0.1,0.3,0.7
G,Sindarius Thornwell,1280,2020_21,0.5,1.5,0.2,0.6,0.3,0.9,0.0,0.1,0.1,0.3,0.4,0.3,0.4,0.1,0.3,0.2
G,Sindarius Thornwell,1281,2020_21,1.1,3.6,0.6,2.0,0.6,1.6,0.6,0.9,0.3,1.6,1.9,2.4,1.1,0.1,0.4,1.7
G,Matisse Thybulle,1282,2020_21,1.6,3.7,0.7,2.2,0.9,1.5,0.1,0.3,0.5,1.4,1.9,1.0,1.6,1.1,0.5,2.0
C,Killian Tillie,1283,2020_21,1.1,3.2,0.6,1.8,0.5,1.3,0.5,0.6,0.3,1.0,1.3,0.4,0.3,0.4,0.1,1.1
F,Xavier Tillman Sr.,1284,2020_21,2.8,5.1,0.4,1.1,2.5,4.0,0.6,0.9,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2.0
F,Anthony Tolliver,1285,2020_21,0.4,1.5,0.4,1.3,0.0,0.3,0.5,0.5,0.3,0.6,0.9,0.2,0.3,0.2,0.3,0.6
F,Obi Toppin,1286,2020_21,1.7,3.4,0.4,1.4,1.3,2.0,0.3,0.4,0.4,1.8,2.2,0.5,0.3,0.2,0.4,0.9
G,Juan Toscano-Anderson,1287,2020_21,2.3,3.9,0.7,1.7,1.6,2.2,0.4,0.6,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1
F,Axel Toupane,1288,2020_21,0.5,1.4,0.1,0.3,0.4,1.1,0.6,0.9,0.0,0.8,0.8,0.5,0.3,0.4,0.0,0.8
C,Karl-Anthony Towns,1289,2020_21,8.5,17.5,2.4,6.3,6.1,11.2,5.3,6.2,2.7,7.9,10.6,4.5,0.8,1.1,3.2,3.7
G,Gary Trent Jr.,1290,2020_21,5.5,13.5,2.8,7.4,2.7,6.1,1.4,1.8,0.5,2.2,2.6,1.4,1.0,0.2,0.7,1.6
G,Gary Trent Jr.,1291,2020_21,5.3,12.8,3.0,7.4,2.3,5.3,1.4,1.8,0.5,1.7,2.2,1.4,0.9,0.1,0.8,1.5
G,Gary Trent Jr.,1292,2020_21,6.1,15.4,2.6,7.3,3.5,8.1,1.5,1.8,0.4,3.2,3.6,1.3,1.1,0.2,0.7,1.7
F,P.J. Tucker,1293,2020_21,1.3,3.4,0.8,2.3,0.5,1.1,0.4,0.5,1.0,2.9,3.9,1.2,0.8,0.4,0.8,2.4
F,P.J. Tucker,1294,2020_21,1.5,4.1,0.8,2.7,0.7,1.4,0.6,0.7,1.0,3.6,4.6,1.4,0.9,0.6,1.0,2.8
F,P.J. Tucker,1295,2020_21,0.9,2.3,0.7,1.7,0.3,0.7,0.2,0.3,0.9,1.9,2.8,0.8,0.5,0.1,0.4,1.7
C,Myles Turner,1297,2020_21,4.4,9.2,1.5,4.4,2.9,4.8,2.4,3.0,1.3,5.2,6.5,1.0,0.9,3.4,1.4,3.5
C,Jonas Valančiūnas,1298,2020_21,7.1,12.0,0.3,0.9,6.8,11.1,2.5,3.3,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9
G,Denzel Valentine,1299,2020_21,2.5,6.7,1.3,3.9,1.2,2.8,0.3,0.3,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1
F,Jarred Vanderbilt,1300,2020_21,2.2,3.7,0.0,0.1,2.2,3.6,0.9,1.6,1.8,3.9,5.8,1.2,1.0,0.7,0.8,1.9
G,Fred VanVleet,1301,2020_21,6.5,16.7,3.3,9.2,3.2,7.6,3.3,3.7,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3
C,Anderson Varejão,1302,2020_21,0.8,3.2,0.0,0.2,0.8,3.0,1.0,1.8,1.4,2.6,4.0,0.6,0.0,0.4,0.2,0.6
F,Devin Vassell,1303,2020_21,2.0,4.9,0.8,2.4,1.1,2.5,0.7,0.8,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4
G,Gabe Vincent,1304,2020_21,1.8,4.7,0.9,3.0,0.8,1.7,0.4,0.5,0.2,0.9,1.1,1.3,0.4,0.0,0.7,1.6
C,Nikola Vučević,1306,2020_21,9.5,19.9,2.5,6.3,7.0,13.7,1.9,2.2,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0
C,Nikola Vučević,1307,2020_21,9.9,20.6,2.7,6.5,7.3,14.1,2.1,2.5,2.0,9.8,11.8,3.8,1.0,0.6,1.9,1.8
C,Nikola Vučević,1308,2020_21,8.8,18.8,2.3,5.8,6.6,12.9,1.5,1.8,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2
F,Dean Wade,1309,2020_21,2.1,4.9,1.2,3.4,0.9,1.6,0.5,0.6,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2
C,Moritz Wagner,1310,2020_21,2.3,5.1,0.7,2.0,1.6,3.1,1.6,1.9,0.6,2.6,3.2,1.1,0.6,0.4,1.0,2.4
C,Moritz Wagner,1311,2020_21,2.5,4.9,0.5,1.7,2.0,3.2,1.6,2.1,0.5,2.4,2.9,1.3,0.9,0.3,0.8,2.5
C,Moritz Wagner,1312,2020_21,0.4,1.6,0.2,0.7,0.2,0.9,0.1,0.2,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.1
C,Moritz Wagner,1313,2020_21,3.5,8.5,1.5,3.9,2.0,4.5,2.6,3.0,1.0,3.9,4.9,1.1,0.4,0.8,1.2,3.3
G,Kemba Walker,1314,2020_21,6.6,15.7,3.0,8.2,3.7,7.5,3.1,3.5,0.4,3.6,4.0,4.9,1.1,0.3,2.0,1.4
G,Lonnie Walker IV,1315,2020_21,4.3,10.2,1.7,4.7,2.6,5.5,1.0,1.2,0.2,2.4,2.6,1.7,0.5,0.3,1.1,1.7
G,John Wall,1316,2020_21,7.3,18.2,2.0,6.2,5.4,11.9,4.0,5.3,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2
G,Brad Wanamaker,1317,2020_21,1.9,4.9,0.3,1.4,1.6,3.5,1.5,1.7,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5
G,Brad Wanamaker,1318,2020_21,1.6,4.4,0.3,1.6,1.2,2.9,1.3,1.4,0.2,1.5,1.7,2.5,0.7,0.2,0.9,1.4
G,Brad Wanamaker,1319,2020_21,2.5,5.7,0.1,1.1,2.3,4.6,1.8,2.0,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8
F,T.J. Warren,1320,2020_21,6.8,12.8,0.0,1.8,6.8,11.0,2.0,2.5,0.5,3.0,3.5,1.3,0.5,0.0,1.0,4.0
F,P.J. Washington,1321,2020_21,4.7,10.7,1.8,4.5,3.0,6.2,1.7,2.3,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7
F,Yuta Watanabe,1322,2020_21,1.6,3.6,0.7,1.8,0.9,1.8,0.5,0.6,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.1
G,Tremont Waters,1323,2020_21,1.3,3.2,0.6,1.5,0.7,1.8,0.6,0.7,0.2,0.6,0.8,2.4,0.6,0.0,1.0,0.7
F,Paul Watson,1324,2020_21,1.4,3.0,1.1,2.4,0.3,0.7,0.2,0.3,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3
G,Quinndary Weatherspoon,1325,2020_21,0.8,1.8,0.1,0.3,0.8,1.5,0.7,0.8,0.2,0.4,0.6,0.4,0.4,0.1,0.5,0.9
G,Russell Westbrook,1326,2020_21,8.4,19.0,1.3,4.2,7.0,14.8,4.2,6.4,1.7,9.9,11.5,11.7,1.4,0.4,4.8,2.9
G,Coby White,1327,2020_21,5.4,13.1,2.4,6.6,3.1,6.5,1.9,2.1,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6
G,Derrick White,1328,2020_21,5.2,12.6,2.3,6.8,2.8,5.8,2.7,3.2,0.4,2.6,3.0,3.5,0.7,1.0,1.3,2.5
C,Hassan Whiteside,1329,2020_21,3.5,6.2,0.0,0.0,3.5,6.2,1.1,2.2,1.7,4.3,6.0,0.6,0.3,1.3,1.1,2.0
F,Andrew Wiggins,1331,2020_21,7.1,14.9,2.0,5.2,5.1,9.7,2.4,3.4,1.2,3.7,4.9,2.4,0.9,1.0,1.8,2.2
F,Grant Williams,1332,2020_21,1.7,3.9,0.8,2.0,1.0,1.9,0.5,0.8,0.8,2.1,2.8,1.0,0.5,0.4,0.9,2.6
F,Kenrich Williams,1333,2020_21,3.3,6.2,0.8,1.8,2.5,4.5,0.5,1.0,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2
G,Lou Williams,1334,2020_21,4.0,9.8,1.0,2.6,3.0,7.2,2.3,2.6,0.3,1.8,2.1,3.4,0.7,0.1,1.6,0.9
G,Lou Williams,1335,2020_21,4.3,10.2,1.1,2.8,3.2,7.4,2.5,2.8,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1.0
G,Lou Williams,1336,2020_21,3.5,9.0,1.0,2.3,2.5,6.8,2.0,2.3,0.3,1.8,2.1,3.4,0.3,0.1,1.8,0.8
F,Patrick Williams,1337,2020_21,3.6,7.4,0.8,1.9,2.8,5.5,1.3,1.8,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8
C,Robert Williams,1338,2020_21,3.6,5.0,0.0,0.0,3.6,4.9,0.9,1.4,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0
F,Zion Williamson,1339,2020_21,10.4,17.0,0.2,0.6,10.2,16.4,6.0,8.7,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2
F,D.J. Wilson,1340,2020_21,1.9,4.8,0.9,2.5,1.1,2.3,0.5,0.7,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3
F,D.J. Wilson,1341,2020_21,1.3,3.6,0.8,2.3,0.5,1.3,0.1,0.2,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1
F,D.J. Wilson,1342,2020_21,2.3,5.4,0.9,2.6,1.4,2.9,0.7,1.0,0.7,3.0,3.8,0.9,0.4,0.5,0.8,1.3
F,Dylan Windler,1343,2020_21,1.8,4.2,0.8,2.5,1.0,1.7,0.7,0.9,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2
F,Justise Winslow,1344,2020_21,2.8,8.1,0.4,2.1,2.5,6.0,0.8,1.3,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8
C,James Wiseman,1346,2020_21,4.9,9.4,0.3,1.0,4.6,8.5,1.4,2.2,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1
C,Christian Wood,1347,2020_21,8.0,15.6,1.9,5.0,6.1,10.6,3.0,4.8,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1
G,Delon Wright,1349,2020_21,3.8,8.2,1.0,2.7,2.8,5.5,1.6,2.0,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2
G,Delon Wright,1350,2020_21,3.8,8.1,0.9,2.5,2.9,5.7,2.0,2.5,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3
G,Delon Wright,1351,2020_21,3.9,8.3,1.2,3.1,2.6,5.3,1.1,1.3,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1
F,Thaddeus Young,1352,2020_21,5.4,9.7,0.2,0.7,5.3,9.1,1.0,1.7,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2
G,Trae Young,1353,2020_21,7.7,17.7,2.2,6.3,5.6,11.3,7.7,8.7,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8
C,Cody Zeller,1354,2020_21,3.8,6.8,0.1,0.6,3.7,6.2,1.8,2.5,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5
C,Ivica Zubac,1355,2020_21,3.6,5.5,0.0,0.1,3.6,5.4,1.9,2.4,2.6,4.6,7.2,1.3,0.3,0.9,1.1,2.6
C,Precious Achiuwa,1356,2021_22,3.6,8.3,0.8,2.1,2.9,6.1,1.1,1.8,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1
C,Steven Adams,1357,2021_22,2.8,5.1,0.0,0.0,2.8,5.0,1.4,2.6,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0
C,Bam Adebayo,1358,2021_22,7.3,13.0,0.0,0.1,7.3,12.9,4.6,6.1,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1
F,Santi Aldama,1359,2021_22,1.7,4.1,0.2,1.5,1.5,2.6,0.6,1.0,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1
C,LaMarcus Aldridge,1360,2021_22,5.4,9.7,0.3,1.0,5.1,8.8,1.9,2.2,1.6,3.9,5.5,0.9,0.3,1.0,0.9,1.7
G,Nickeil Alexander-Walker,1361,2021_22,3.9,10.5,1.6,5.2,2.3,5.3,1.2,1.7,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6
G,Nickeil Alexander-Walker,1362,2021_22,4.7,12.6,1.9,6.1,2.8,6.5,1.4,1.9,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8
G,Nickeil Alexander-Walker,1363,2021_22,1.1,3.2,0.7,2.2,0.4,1.0,0.7,0.8,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0
G,Grayson Allen,1364,2021_22,3.9,8.6,2.4,5.9,1.5,2.7,1.0,1.1,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5
C,Jarrett Allen,1365,2021_22,6.6,9.7,0.0,0.2,6.6,9.6,2.9,4.2,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7
G,Jose Alvarado,1366,2021_22,2.4,5.4,0.6,2.0,1.8,3.4,0.7,1.0,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4
F,Justin Anderson,1367,2021_22,2.3,5.9,0.9,3.7,1.3,2.3,0.9,1.2,0.3,2.6,2.9,2.1,0.5,0.4,0.5,1.4
F,Justin Anderson,1368,2021_22,1.3,2.7,0.7,2.0,0.7,0.7,1.0,1.3,0.0,2.0,2.0,2.0,0.3,0.0,0.7,1.3
F,Justin Anderson,1369,2021_22,2.5,6.7,1.0,4.1,1.5,2.6,0.9,1.2,0.3,2.8,3.1,2.1,0.5,0.5,0.5,1.4
F,Kyle Anderson,1370,2021_22,3.0,6.8,0.5,1.6,2.5,5.2,1.0,1.5,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6
F,Giannis Antetokounmpo,1371,2021_22,10.3,18.6,1.1,3.6,9.2,15.0,8.3,11.4,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2
F,Thanasis Antetokounmpo,1372,2021_22,1.5,2.7,0.0,0.3,1.4,2.4,0.6,1.0,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4
F,Carmelo Anthony,1373,2021_22,4.6,10.5,2.2,5.8,2.5,4.7,1.9,2.3,0.9,3.3,4.2,1.0,0.7,0.8,0.9,2.4
G,Cole Anthony,1374,2021_22,5.5,14.0,2.0,6.0,3.5,8.0,3.3,3.9,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6
F,OG Anunoby,1375,2021_22,6.4,14.5,2.4,6.6,4.0,7.9,1.9,2.5,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7
G,Ryan Arcidiacono,1376,2021_22,0.6,1.2,0.4,0.9,0.2,0.3,0.0,0.0,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5
F,Trevor Ariza,1377,2021_22,1.4,4.1,0.8,3.1,0.5,1.0,0.4,0.8,0.4,3.0,3.4,1.1,0.5,0.3,0.5,0.8
G,D.J. Augustin,1378,2021_22,1.7,4.0,1.2,3.0,0.5,1.1,0.7,0.8,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7
G,D.J. Augustin,1379,2021_22,1.6,4.0,1.1,2.8,0.5,1.2,1.0,1.1,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5
G,D.J. Augustin,1380,2021_22,1.9,4.1,1.4,3.2,0.5,0.9,0.2,0.2,0.2,1.1,1.3,1.6,0.3,0.0,0.5,1.0
F,Deni Avdija,1381,2021_22,3.0,7.1,1.0,3.2,2.0,3.9,1.3,1.7,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3
C,Deandre Ayton,1383,2021_22,7.6,12.0,0.1,0.3,7.5,11.7,1.8,2.4,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4
C,Udoka Azubuike,1384,2021_22,2.2,2.9,0.0,0.0,2.2,2.9,0.4,0.6,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5
F,Marvin Bagley III,1385,2021_22,4.7,9.3,0.5,2.0,4.2,7.3,1.4,2.1,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9
F,Marvin Bagley III,1386,2021_22,3.8,8.2,0.5,2.1,3.3,6.1,1.2,1.6,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7
F,Marvin Bagley III,1387,2021_22,6.2,11.1,0.4,1.9,5.7,9.2,1.8,3.0,2.1,4.7,6.8,1.1,0.7,0.4,1.0,2.4
G,LaMelo Ball,1388,2021_22,7.2,16.7,2.9,7.5,4.2,9.2,2.8,3.2,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2
G,Lonzo Ball,1389,2021_22,4.6,10.9,3.1,7.4,1.5,3.5,0.6,0.8,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4
C,Mo Bamba,1390,2021_22,4.2,8.7,1.5,4.0,2.7,4.7,0.8,1.0,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6
G,Desmond Bane,1391,2021_22,6.7,14.5,3.0,6.9,3.7,7.6,1.8,2.0,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6
G,Dalano Banton,1392,2021_22,1.3,3.2,0.2,0.8,1.1,2.4,0.4,0.7,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1
F,Harrison Barnes,1394,2021_22,5.1,10.8,1.8,4.7,3.2,6.2,4.4,5.4,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2
F,Scottie Barnes,1395,2021_22,6.2,12.6,0.8,2.6,5.4,10.0,2.1,2.9,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6
F,RJ Barrett,1396,2021_22,7.0,17.1,2.0,5.8,5.0,11.3,4.1,5.8,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0
G,Will Barton,1397,2021_22,5.5,12.6,2.2,6.1,3.3,6.6,1.4,1.8,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6
C,Charles Bassey,1399,2021_22,1.3,2.0,0.0,0.2,1.3,1.9,0.4,0.5,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4
F,Keita Bates-Diop,1400,2021_22,2.3,4.5,0.3,0.9,2.0,3.5,0.8,1.0,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0
F,Nicolas Batum,1401,2021_22,3.0,6.6,1.8,4.6,1.2,2.0,0.4,0.6,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4
F,Kent Bazemore,1402,2021_22,1.2,3.6,0.7,2.1,0.4,1.5,0.3,0.4,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8
F,Darius Bazley,1403,2021_22,4.0,9.4,1.2,3.9,2.8,5.5,1.7,2.5,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0
G,Bradley Beal,1404,2021_22,8.7,19.3,1.6,5.3,7.1,14.0,4.2,5.1,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4
G,Malik Beasley,1405,2021_22,4.2,10.8,3.0,8.1,1.2,2.7,0.6,0.8,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1
F,DeAndre' Bembry,1407,2021_22,2.2,3.9,0.3,0.6,1.9,3.3,0.4,0.6,0.8,2.2,2.9,1.2,0.9,0.4,0.6,2.0
F,DeAndre' Bembry,1408,2021_22,2.5,4.4,0.3,0.8,2.2,3.7,0.4,0.7,0.8,2.4,3.2,1.3,1.0,0.5,0.6,2.2
F,DeAndre' Bembry,1409,2021_22,0.4,1.0,0.0,0.0,0.4,1.0,0.0,0.0,0.5,0.9,1.4,0.8,0.3,0.0,0.1,1.1
F,Dāvis Bertāns,1410,2021_22,1.8,4.9,1.4,4.1,0.4,0.8,0.6,0.7,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5
F,Dāvis Bertāns,1411,2021_22,1.8,5.0,1.4,4.2,0.4,0.8,0.8,0.9,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6
F,Dāvis Bertāns,1412,2021_22,1.8,4.7,1.4,3.9,0.4,0.8,0.4,0.5,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4
G,Patrick Beverley,1413,2021_22,3.1,7.5,1.4,4.2,1.6,3.3,1.7,2.3,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0
F,Saddiq Bey,1414,2021_22,5.5,13.9,2.6,7.4,2.9,6.4,2.6,3.1,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6
C,Khem Birch,1415,2021_22,1.8,3.6,0.0,0.3,1.8,3.4,1.0,1.3,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9
C,Goga Bitadze,1416,2021_22,2.6,5.0,0.5,1.6,2.2,3.4,1.3,1.9,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1
C,Bismack Biyombo,1417,2021_22,2.4,4.0,0.0,0.0,2.4,4.0,1.1,2.0,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9
C,Nemanja Bjelica,1418,2021_22,2.3,4.8,0.8,2.1,1.5,2.7,0.8,1.1,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8
G,Eric Bledsoe,1419,2021_22,3.6,8.7,0.9,3.0,2.7,5.6,1.6,2.2,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6
F,Keljin Blevins,1420,2021_22,1.1,3.6,0.7,2.3,0.4,1.3,0.2,0.4,0.5,0.9,1.5,0.6,0.4,0.0,0.5,0.9
G,Bogdan Bogdanović,1421,2021_22,5.4,12.6,2.7,7.3,2.7,5.3,1.5,1.8,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1
F,Bojan Bogdanović,1422,2021_22,6.1,13.4,2.6,6.8,3.5,6.7,3.2,3.8,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7
F,Bol Bol,1423,2021_22,1.1,1.9,0.1,0.3,1.0,1.6,0.1,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3
F,Leandro Bolmaro,1424,2021_22,0.5,1.5,0.1,0.5,0.3,1.0,0.3,0.4,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7
G,Devin Booker,1426,2021_22,9.7,20.9,2.7,7.0,7.0,13.9,4.6,5.3,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6
G,Brandon Boston Jr.,1427,2021_22,2.5,6.4,0.7,2.2,1.8,4.2,1.2,1.4,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8
F,Chris Boucher,1428,2021_22,3.4,7.2,0.9,2.9,2.5,4.4,1.9,2.4,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2
G,James Bouknight,1429,2021_22,1.6,4.5,0.5,1.6,1.0,3.0,0.9,1.0,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9
G,Avery Bradley,1430,2021_22,2.4,5.6,1.3,3.4,1.1,2.3,0.3,0.3,0.5,1.7,2.2,0.8,0.9,0.1,0.6,1.9
C,Tony Bradley,1431,2021_22,1.3,2.2,0.0,0.0,1.3,2.2,0.3,0.5,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1
F,Ignas Brazdeikis,1432,2021_22,1.9,4.5,0.6,2.1,1.3,2.4,0.5,0.8,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1
F,Mikal Bridges,1433,2021_22,5.6,10.5,1.4,3.8,4.2,6.7,1.6,1.9,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8
